Word,Pleasantness,Activation,Imagery,Pleasantness_SD,Activation_SD,Imagery_SD
infantil,2.4,2.6,2.8,0.8944,0.5477,0.4472
saludar,2.6,3,2.6,0.5477,0,0.8944
tienda,2.2,2.4,2.6,0.4472,0.5477,0.5477
célula,2,2.6,2.6,0,0.5477,0.5477
gemir,2,2.2,2.6,1,1.0954,0.5477
accidente,1.2,1.8,3,0.4472,0.8367,0
parroquia,2.4,1.8,2.6,0.5477,0.8367,0.5477
desempeñar,2.6,2.6,2.2,0.5477,0.5477,0.8367
testigo,2,1.8,2.8,0,0.8367,0.4472
tomo,2,1.6,2.2,0,0.5477,0.8367
coronel,2.2,2.6,2.8,0.4472,0.5477,0.4472
capital,1.8,2,1.8,0.4472,0.7071,1.0954
tierno,3,2.4,3,0,0.8944,0
adoptar,2.8,3,3,0.4472,0,0
pasillo,2,1.8,2.8,0,0.8367,0.4472
dominar,2.2,3,3,0.8367,0,0
habilidad,2.8,2.8,2.8,0.4472,0.4472,0.4472
protagonista,2.8,2.8,3,0.4472,0.4472,0
espectáculo,2.4,2.2,3,0.8944,0.8367,0
pista,2.4,1.8,2.4,0.5477,0.8367,0.5477
melodía,3,2.4,3,0,0.8944,0
percibir,3,2.2,2.6,0,1.0954,0.8944
promesa,2.8,2.6,2,0.4472,0.5477,1
ternura,3,1.6,2.8,0,0.8944,0.4472
soltar,2.2,2.6,3,0.4472,0.8944,0
superior,2,2.2,2.6,0.7071,0.8367,0.5477
factor,2,2,1.6,0,0.7071,0.8944
conquistar,2,3,2.8,0.7071,0,0.4472
conceder,2.2,1.8,2.2,0.4472,1.0954,0.8367
discográfico,2,1.8,1.8,0,0.4472,0.8367
charlar,2.6,3,3,0.8944,0,0
hielo,1.6,1.6,3,0.5477,0.5477,0
maravilloso,2.8,2.2,2.8,0.4472,0.8367,0.4472
estatal,1.8,1.8,1.6,0.4472,0.8367,0.8944
regla,2.2,1.8,3,0.4472,1.0954,0
lanzamiento,2.2,2.8,2.6,0.4472,0.4472,0.8944
corazon,2.6,2.4,3,0.5477,0.8944,0
explicación,1.8,2.6,2.4,0.4472,0.5477,0.8944
maestro,2.4,2.6,2.6,0.5477,0.5477,0.5477
técnica,2.4,1.8,2,0.5477,0.8367,0.7071
cliente,2.2,2.4,2.8,0.4472,0.5477,0.4472
químico,2,2,2.6,0,0.7071,0.5477
amenazar,1.2,2.8,2.8,0.4472,0.4472,0.4472
argumento,2,2,2.4,0,0.7071,0.8944
fantasía,3,2.4,2.8,0,0.8944,0.4472
presidir,2.2,3,2.2,0.4472,0,0.8367
costa,2.8,1.4,3,0.4472,0.8944,0
complejo,2,2.2,2.6,0.7071,0.4472,0.5477
fino,2.2,1.4,2,0.4472,0.5477,1
oculto,2,1.8,1.8,0,0.4472,0.8367
bastar,1.8,2,1.6,0.4472,0.7071,0.8944
forzar,1.4,2.4,2.6,0.5477,0.8944,0.5477
diócesis,1.8,2,2,0.4472,1,1
show,2.4,2.6,2.8,0.5477,0.5477,0.4472
futbolista,2.4,2.8,3,0.5477,0.4472,0
opción,2.4,2.2,2.4,0.5477,0.4472,0.8944
fresco,2.8,1.8,2.8,0.4472,0.8367,0.4472
cálido,3,1.8,3,0,0.8367,0
autónomo,2.2,2.4,2.4,0.4472,0.5477,0.8944
sello,2,1.4,2.8,0,0.5477,0.4472
diferenciar,2,2.8,2,0,0.4472,1
trayectoria,2.2,2.4,2.8,0.4472,0.8944,0.4472
enterrar,1.4,2.4,3,0.5477,0.8944,0
anciano,2.6,1.6,3,0.5477,0.5477,0
ejecutar,1.6,2.8,2.6,0.5477,0.4472,0.5477
reforma,2.2,3,2.6,0.4472,0,0.5477
fama,2.4,2.2,2.8,0.5477,0.8367,0.4472
monasterio,2.2,1.6,2.6,0.4472,0.8944,0.8944
maldito,1,2,2.8,0,0.7071,0.4472
encantar,2.8,2.8,2.6,0.4472,0.4472,0.5477
carretero,2,1.8,2,0,0.4472,1
confianza,3,2.2,2.8,0,1.0954,0.4472
brillo,2.8,2.4,3,0.4472,0.8944,0
representante,2.2,2.2,2.6,0.4472,0.8367,0.5477
ascender,2.8,3,2.8,0.4472,0,0.4472
concluir,1.8,2.6,2.4,0.8367,0.8944,0.8944
cigarrillo,2,1.8,3,1,0.8367,0
latino,2.4,1.8,3,0.8944,0.4472,0
presentación,2.4,2.8,2.8,0.5477,0.4472,0.4472
transportar,2,3,3,0,0,0
centrar,2.4,2.8,2.6,0.5477,0.4472,0.5477
capturar,2.2,3,3,0.8367,0,0
medalla,3,2.6,3,0,0.5477,0
análisis,2.8,3,2.4,0.4472,0,0.8944
acceder,3,3,2.6,0,0,0.5477
carro,2.2,2.4,3,0.4472,0.5477,0
dimensión,2.4,1.8,2.4,0.5477,0.4472,0.8944
arquitecto,2.2,2.6,3,0.4472,0.5477,0
cruel,1,3,2.8,0,0,0.4472
leche,2.2,2,3,0.4472,0.7071,0
colaborar,2.8,3,3,0.4472,0,0
salida,2.4,1.6,2.6,0.5477,0.5477,0.5477
internet,2.4,2.4,3,0.5477,0.5477,0
cueva,2,1.6,3,0.7071,0.5477,0
sustituir,1.8,3,2.4,0.4472,0,0.8944
pronunciar,2,2.6,2.6,0,0.5477,0.5477
provincial,2.2,2,2.4,0.4472,0,0.8944
copar,2.2,2.8,2.2,0.4472,0.4472,1.0954
olímpico,3,2.4,3,0,0.8944,0
trato,2,2.8,2,0,0.4472,1
ceder,2,2.6,2.6,0,0.8944,0.8944
registro,2,2,2.6,0,0.7071,0.5477
sacerdote,2.2,2.6,2.6,0.4472,0.8944,0.5477
gonzález,2,2,2,0,0,0.7071
jamar,2,2.2,1.6,0,0.8367,0.8944
héroe,2.8,2.6,3,0.4472,0.8944,0
originalmente,2.2,1.8,2.2,0.4472,0.4472,1.0954
carretera,2.4,1.6,3,0.5477,0.8944,0
elaborar,2.6,3,2.6,0.5477,0,0.8944
fabricar,2.8,3,3,0.4472,0,0
reemplazar,2.2,3,2.8,0.4472,0,0.4472
acudir,2.4,2.8,2.8,0.5477,0.4472,0.4472
dama,2.8,2,2.8,0.4472,0.7071,0.4472
copia,1.8,1.8,2.4,0.4472,0.4472,0.5477
eco,2.2,2,2.6,0.8367,0.7071,0.5477
cerveza,2.4,1.8,2.8,0.5477,0.8367,0.4472
asamblea,2.2,2.8,2.8,0.4472,0.4472,0.4472
alegre,3,2.4,2.8,0,0.5477,0.4472
poderoso,2.4,2.8,2.8,0.5477,0.4472,0.4472
normalmente,2.2,2,1.6,0.4472,0,0.8944
espera,2,1.6,2.2,0.7071,0.8944,0.8367
banco,2.4,1.4,2.6,0.5477,0.5477,0.5477
vacío,1.6,1.8,2.6,0.5477,0.8367,0.5477
lindo,2.8,2.2,2.8,0.4472,0.8367,0.4472
alianza,2.6,2.4,2.8,0.5477,0.8944,0.4472
violencia,1,3,2.8,0,0,0.4472
cementerio,1.2,1.2,2.6,0.4472,0.4472,0.5477
equivocar,1.6,3,2.6,0.5477,0,0.5477
cañón,1.6,2.8,2.8,0.5477,0.4472,0.4472
entidad,2,2.4,1.8,0.7071,0.5477,1.0954
pequeño,2.8,1.6,2.8,0.4472,0.5477,0.4472
apretar,1.8,2.8,2.4,0.8367,0.4472,0.8944
fenómeno,3,2.8,2.8,0,0.4472,0.4472
bañar,2.6,2.8,3,0.5477,0.4472,0
descanso,3,1.4,3,0,0.8944,0
pantalón,2.2,2.4,3,0.8367,0.5477,0
concentrar,3,3,2.2,0,0,1.0954
interesante,3,2.8,2.2,0,0.4472,1.0954
logro,3,2.8,2.4,0,0.4472,0.8944
rural,2.6,2.2,2.8,0.5477,0.4472,0.4472
disponible,2.6,2.2,2.6,0.5477,0.8367,0.8944
muestra,2,1.8,2.6,0.7071,0.4472,0.5477
descender,2.4,2.8,2.6,0.5477,0.4472,0.8944
desesperar,1.4,2.2,2.6,0.5477,0.8367,0.5477
clavar,2,2.8,3,0.7071,0.4472,0
arrojar,2.2,2.8,2.8,0.8367,0.4472,0.4472
acontecimiento,2.6,2.2,2.2,0.5477,0.8367,0.8367
conectar,2.6,3,2.6,0.5477,0,0.8944
informar,2.6,3,2.8,0.5477,0,0.4472
cultivo,2.5,2.3333,2.8333,0.8367,0.8165,0.4082
conocido,2,2,2.4,0,0.7071,0.5477
fila,1.8,1.2,2.6,0.4472,0.4472,0.8944
agradecer,2.8,3,3,0.4472,0,0
secar,2,2.2,2.8,0,0.8367,0.4472
apuntar,2,2.6,2.4,0.7071,0.5477,0.8944
agente,1.8,2.4,2,0.8367,0.5477,0.7071
practicar,2.4,3,2.6,0.5477,0,0.5477
proyectar,2.8,2.4,2.8,0.4472,0.8944,0.4472
hierro,1.6,1.2,3,0.5477,0.4472,0
criatura,2.6,2,2.6,0.5477,0.7071,0.5477
cadáver,1.4,1,3,0.5477,0,0
competencia,1.6,2.8,2.4,0.5477,0.4472,0.8944
mancha,1.4,1.4,3,0.5477,0.8944,0
alba,2.6,1.2,2.2,0.5477,0.4472,0.8367
someter,1,3,2.4,0,0,0.5477
transcurrir,2.2,1.4,2,0.4472,0.5477,0
atender,2.4,3,2.8,0.5477,0,0.4472
asesinato,1,2.6,2.8,0,0.8944,0.4472
fábrica,2,2.2,2.8,0,0.8367,0.4472
otoño,2.6,1.4,3,0.5477,0.5477,0
rodar,2.2,2.8,3,0.4472,0.4472,0
organismo,2,2.6,2,0,0.5477,1
ingeniero,2.2,2.8,2.8,0.4472,0.4472,0.4472
electrónico,2.2,2.2,2.6,0.4472,0.8367,0.5477
imaginación,3,2.2,1.8,0,1.0954,0.8367
juez,1.8,2.6,3,0.8367,0.8944,0
cristiano,2.6,2.2,2.6,0.5477,0.8367,0.8944
localización,2,1.8,2,0,0.4472,0.7071
vientre,2.6,2.2,2.8,0.5477,0.8367,0.4472
vicepresidente,2.2,2,2.8,0.4472,0.7071,0.4472
umbral,1.8,1.4,1.6,0.4472,0.5477,0.8944
encabezar,2.4,2.8,2.8,0.5477,0.4472,0.4472
mapa,2,1.2,3,0,0.4472,0
anual,1.8,1.8,2.2,0.4472,0.8367,0.4472
rodilla,2.2,2.2,3,0.4472,0.8367,0
dificultad,1.6,2.4,2.4,0.5477,0.8944,0.5477
reciente,2,2.2,1.8,0,0.8367,0.4472
curiosidad,2.6,2.6,2,0.5477,0.5477,0
únicamente,2,1.8,2,0,0.4472,0.7071
órgano,2,2.2,2.6,0,0.4472,0.8944
plato,2.4,2,3,0.5477,0.7071,0
prensa,2.2,2.6,2.4,0.4472,0.5477,0.5477
interrumpir,1.4,3,2.6,0.5477,0,0.5477
ciudadano,2.6,2.6,2.8,0.5477,0.5477,0.4472
calma,3,1.4,3,0,0.8944,0
ópera,3,2.6,3,0,0.8944,0
formato,2,1.6,1.8,0,0.5477,0.8367
sugerir,2.4,3,2,0.5477,0,0.7071
figurar,2,2.4,1.2,0.7071,0.8944,0.4472
borde,2,2,2.6667,0,0.8944,0.5164
experimentar,2.6667,3,2.5,0.5164,0,0.8367
débil,1.4,1.4,2.6,0.5477,0.5477,0.5477
enseñanza,2.8,3,3,0.4472,0,0
ignorar,1.6,2.6,2,0.5477,0.5477,0.7071
portar,2,2.4,2,0.7071,0.8944,1
tabla,2.2,1.6,2.8,0.4472,0.8944,0.4472
perdón,2.8,3,2.2,0.4472,0,1.0954
sumar,2.4,3,3,0.5477,0,0
excepción,2.2,2.6,1.6,0.4472,0.5477,0.8944
aprobar,3,3,2.6,0,0,0.5477
continuación,2.2,2.4,1.8,0.4472,0.8944,1.0954
sudor,1.2,2.4,3,0.4472,0.8944,0
fiel,2.8,2.8,2.6,0.4472,0.4472,0.5477
contrario,2.2,2.4,2.4,0.4472,0.5477,0.8944
tribu,2.4,2.4,3,0.5477,0.5477,0
traje,2.2,1.6,3,0.4472,0.5477,0
dulzura,3,2,2.8,0,1,0.4472
nocturno,2.6,2,2.8,0.5477,0.7071,0.4472
múltiple,2.2,2.2,2.2,0.4472,0.4472,0.8367
confiar,3,2.6,2,0,0.8944,1
cometer,1.8,2.6,1.2,0.4472,0.8944,0.4472
sufrimiento,1.2,2.2,2.4,0.4472,1.0954,0.8944
asociar,2.2,2.6,2.6,0.4472,0.8944,0.5477
combatir,1.6,2.6,2.8,0.5477,0.8944,0.4472
capa,2.2,1.8,3,0.4472,0.8367,0
paseo,3,2.6,3,0,0.5477,0
agricultura,2.4,2.4,2.8,0.5477,0.5477,0.4472
lectura,2.8,2.8,3,0.4472,0.4472,0
rendir,2,2.2,2.6,0.7071,1.0954,0.5477
coordenado,2,2,1.8,0,0,0.8367
cuidado,2.6,3,2.6,0.5477,0,0.8944
nieve,2.6,2.2,3,0.5477,1.0954,0
clasificación,2,2.6,2.6,0,0.8944,0.8944
preciso,2.2,2,2.6,0.4472,0,0.8944
celular,2,2,2.2,0,0.7071,0.8367
nieto,2.8,2,3,0.4472,1,0
vena,1.8,1.6,3,0.4472,0.5477,0
piano,2.8,2.2,3,0.4472,1.0954,0
pasear,3,3,3,0,0,0
ámbito,2,1.8,1.8,0,0.4472,0.8367
debut,2.6,3,2.4,0.5477,0,0.8944
avenir,2.6,2.8,2,0.5477,0.4472,1
identidad,2,2,2,0,0.7071,1
colaboración,3,3,2.4,0,0,0.5477
medicina,2.4,2.4,2.8,0.5477,0.5477,0.4472
exigir,1.6,3,2.6,0.8944,0,0.5477
venta,1.8,3,2.8,0.4472,0,0.4472
denominación,2,2.2,1.8,0,0.4472,0.4472
temprano,2.4,2.4,2.4,0.5477,0.5477,0.5477
recostar,2.4,2,2.4,0.8944,1,0.8944
infraestructura,2.4,1.8,2.6,0.5477,0.8367,0.8944
peligroso,1.6,2.8,2.6,0.8944,0.4472,0.5477
fundamental,2.6,2.2,2.2,0.5477,0.8367,1.0954
lobo,2,2.2,3,0.7071,0.8367,0
médico,2.6,2.6,3,0.5477,0.5477,0
península,2.2,1.4,2.8,0.4472,0.5477,0.4472
perdonar,2.6,3,3,0.8944,0,0
fijamente,2.2,3,2.2,0.4472,0,0.8367
mio,2.4,2.6,2.8,0.5477,0.5477,0.4472
promedio,2.2,2,2.6,0.4472,0,0.5477
evolución,2.8,2.8,2,0.4472,0.4472,0.7071
estatua,2.2,1.2,3,0.4472,0.4472,0
coalición,1.4,2.8,2.4,0.5477,0.4472,0.8944
tribunal,1.4,2.4,2.4,0.5477,0.5477,0.8944
llover,2.4,3,3,0.5477,0,0
potencia,2.6,2.4,2.2,0.5477,0.5477,0.8367
seguramente,2.6,1.8,2,0.5477,0.8367,0.7071
comportamiento,2.2,2.6,2.4,0.4472,0.5477,0.8944
invasión,1.8,3,2.8,0.8367,0,0.4472
valle,2.8,1.2,3,0.4472,0.4472,0
noreste,2,1.6,2.2,0,0.5477,0.8367
cuadrar,1.8,2.6,1.2,0.4472,0.5477,0.4472
asesino,1.2,3,2.4,0.4472,0,0.8944
brotar,2.2,3,2.4,0.8367,0,0.8944
infinito,2.4,1.4,2,0.5477,0.5477,1
camisa,2.2,1.4,3,0.4472,0.5477,0
semilla,2.6,1.8,2.8,0.5477,0.8367,0.4472
respeto,3,2.2,2.4,0,0.8367,0.5477
fotografía,2.6,1.6,3,0.5477,0.8944,0
pesar,1.4,1.4,2.2,0.5477,0.8944,1.0954
distribuir,2,2.6,2.4,0,0.5477,0.5477
indio,2,1.4,2.4,0,0.5477,0.5477
alcohol,2.2,2,2.8,0.4472,0.7071,0.4472
taller,2.2,2,3,0.4472,1,0
proceder,2,2.6,2,0.7071,0.8944,1
presa,1.4,1.6,2.8,0.5477,0.8944,0.4472
onda,3,2.4,2.8,0,0.5477,0.4472
pelear,1.4,3,2.8,0.5477,0,0.4472
prácticamente,2.4,2.2,2.2,0.5477,0.4472,0.8367
correcto,2.8,2.2,2.6,0.4472,0.8367,0.5477
retablo,2,1.6,1.8,0,0.5477,0.8367
existente,2.2,2.2,2.6,0.4472,0.4472,0.5477
aguardar,1.4,1.2,2.4,0.5477,0.4472,0.8944
mojar,2.2,3,2.8,0.4472,0,0.4472
fijo,2,1.4,2.2,0,0.5477,0.4472
recorrido,2.2,2.4,2.6,0.4472,0.8944,0.5477
arco,2.4,2,2.8,0.5477,0.7071,0.4472
mental,2.6,2.4,2.2,0.5477,0.8944,0.8367
televisivo,1.8,2.2,2.6,0.4472,0.8367,0.5477
tesoro,3,1.4,2.6,0,0.5477,0.5477
ciclo,2,2.6,2.6,0,0.8944,0.5477
murmurar,1.4,3,2.8,0.5477,0,0.4472
oler,2.4,3,2.8,0.5477,0,0.4472
responsabilidad,2.2,2.6,2.6,0.4472,0.5477,0.5477
historiador,1.8,2.2,2.4,0.4472,0.4472,0.5477
abogado,2,2.8,2.6,0.7071,0.4472,0.5477
corriente,1.8,2.6,2.6,0.4472,0.8944,0.5477
respiración,2.6,3,3,0.5477,0,0
you,2.4,2.4,2.6,0.5477,0.5477,0.5477
concurso,2.4,2.8,2.4,0.5477,0.4472,0.5477
amarillo,2.4,2.2,3,0.8944,0.8367,0
científico,2.8,2.8,2.8,0.4472,0.4472,0.4472
eternidad,2.4,1.6,2.2,0.5477,0.5477,1.0954
mariposa,2.6,2.4,3,0.8944,0.8944,0
anillo,2.2,1.4,2.8,0.8367,0.5477,0.4472
baile,3,3,3,0,0,0
limpio,3,2.2,3,0,0.8367,0
humano,2.8,2.8,2.8,0.4472,0.4472,0.4472
calmar,3,2.6,3,0,0.8944,0
individual,2,2.4,2.2,0,0.5477,0.8367
orgullo,2.2,2.8,2.8,0.8367,0.4472,0.4472
altitud,2,1.8,2.2,0,0.8367,0.8367
apariencia,2.4,1.6,2.8,0.5477,0.5477,0.4472
definitivamente,2,2,2.4,0,1,0.5477
reserva,2.2,1.6,2.4,0.4472,0.5477,0.8944
extenso,2,1.6,2.2,0.7071,0.5477,1.0954
huevo,2.2,2,2.8,0.8367,0,0.4472
adecuar,2.8,2.8,3,0.4472,0.4472,0
escultura,2.8333,1.6667,3,0.4082,0.8165,0
cesar,2,2.6667,2.8333,0.8944,0.5164,0.4082
trono,1.8,1.8,2.6,0.8367,0.8367,0.5477
comité,1.8,2,2.8,0.8367,0.7071,0.4472
acusar,1.4,2.4,2.8,0.5477,0.8944,0.4472
gestión,1.8,2.2,2.6,0.8367,0.8367,0.5477
selva,3,2.6,2.6,0,0.5477,0.8944
bahía,3,1.8,2.8,0,0.8367,0.4472
estrellar,1.8,3,3,0.8367,0,0
solicitar,2.4,2.6,2.2,0.5477,0.5477,0.8367
nba,2,2,2.2,0,0,0.8367
terror,1.4,2.8,2.6,0.8944,0.4472,0.5477
brindar,3,3,3,0,0,0
grabado,2.6,1.8,3,0.5477,0.4472,0
tratado,2.2,2,2.4,0.4472,0,0.5477
triunfo,2.8,2.8,2.8,0.4472,0.4472,0.4472
fundador,2,2.8,2.4,0,0.4472,0.8944
sangrar,1.2,2.2,3,0.4472,0.8367,0
entrenador,2.2,2.6,2.8,0.4472,0.5477,0.4472
sagrado,2.2,1.8,1.8,0.8367,0.8367,0.8367
crimen,1,2.2,2.2,0,0.8367,0.8367
national,2.2,2.2,2,0.4472,0.4472,0.7071
promover,2.6,2.6,2.2,0.5477,0.5477,0.8367
conquista,2.6,2.4,2.6,0.8944,0.8944,0.8944
oreja,2.2,1.8,3,0.4472,0.8367,0
prisión,1.2,1.8,2,0.4472,0.8367,1
sendero,3,2.4,3,0,0.8944,0
virgen,2.4,2.2,2.2,0.5477,0.4472,0.4472
resistir,2.2,2.6,2.4,0.8367,0.5477,0.8944
tambien,2.8,2.6,2.2,0.4472,0.5477,0.4472
crítica,2.4,2.8,2.2,0.5477,0.4472,0.8367
arroyo,3,2.6,3,0,0.8944,0
justo,2.6,2.6,2.6,0.5477,0.5477,0.5477
traducir,2.4,2.2,2.6,0.5477,0.8367,0.5477
vaciar,1.8,2.2,2.2,0.4472,0.8367,0.8367
agarrar,2.2,2.4,2.6,0.4472,0.8944,0.5477
adentro,2.4,1.6,2.8,0.5477,0.5477,0.4472
porqué,2,2,2,0,0,0.7071
permanente,2,2.6,1.8,0.7071,0.5477,0.8367
reclamar,1.2,2.8,2.8,0.4472,0.4472,0.4472
oficialmente,2,2.2,2,0,0.4472,0.7071
abismo,1.4,1.4,2.2,0.5477,0.8944,1.0954
oposición,1.6,2.8,2.6,0.5477,0.4472,0.5477
ahogar,1,3,2.8,0,0,0.4472
competición,2.4,3,3,0.5477,0,0
futuro,2.8,2.8,1.6,0.4472,0.4472,0.8944
militar,1.8,2.6,2.6,0.4472,0.5477,0.5477
característico,2,1.6,2,0,0.5477,0.7071
democrático,2.6,2.4,2.6,0.5477,0.5477,0.5477
freír,1.8,2.8,3,0.4472,0.4472,0
puta,1.6,2.8,2.4,0.8944,0.4472,0.8944
electoral,1.8,2.8,2.8,0.4472,0.4472,0.4472
delgado,2.4,2.2,2.6,0.5477,0.4472,0.5477
aldea,2.4,2.2,2.8,0.5477,0.8367,0.4472
albergar,2.6,2.8,2.6,0.5477,0.4472,0.5477
lector,3,2.8,3,0,0.4472,0
poblar,2.2,2.8,2.6,0.4472,0.4472,0.5477
extranjero,2.2,2,2.6,0.4472,0,0.5477
virtud,2.8,2.2,2.6,0.4472,0.4472,0.5477
virgen,1.8,1.8,2.6,0.4472,0.4472,0.5477
adulto,2.2,2.2,2.8,0.4472,0.4472,0.4472
pesadilla,1.2,2.4,2.4,0.4472,0.8944,0.8944
multitud,1.2,2.6,3,0.4472,0.5477,0
dorar,2.4,2.8,2.8,0.5477,0.4472,0.4472
jurar,1.8,2.6,2.4,0.4472,0.5477,0.5477
previo,2,2,2,0,0,0
inteligencia,2.8,2.8,2.8,0.4472,0.4472,0.4472
herramienta,2.4,2.6,2.8,0.5477,0.5477,0.4472
contrario,2,2.2,2,0.7071,0.4472,0.7071
apertura,2.2,2.2,2.4,0.4472,0.4472,0.5477
aliado,2.8,2.2,2.4,0.4472,0.8367,0.5477
lavar,2.8,3,3,0.4472,0,0
presidencia,2,2.6,2.8,0.7071,0.5477,0.4472
programar,2.8,2.8,2.8,0.4472,0.4472,0.4472
cantante,2.4,2.4,2.8,0.5477,0.5477,0.4472
pago,2.2,2.2,2.8,0.8367,0.8367,0.4472
primario,2.4,2.4,2,0.5477,0.5477,0.7071
gozar,3,2.8,2.8,0,0.4472,0.4472
suceso,2,2,2,0,0.7071,0
acostar,2.4,2.8,2.4,0.5477,0.4472,0.5477
grande,2.2,2.4,2.4,0.4472,0.5477,0.5477
reunión,2.6,2.6,3,0.5477,0.5477,0
nostalgia,2,2,2.2,0.7071,0.7071,0.8367
advertir,2,2.8,2.6,0.7071,0.4472,0.5477
solista,2.6,2.6,3,0.5477,0.5477,0
conversar,2.6,3,3,0.5477,0,0
impulsar,2.4,2.8,3,0.5477,0.4472,0
silencioso,2,2.2,2.8,0.7071,0.4472,0.4472
recientemente,2.2,2.2,1.8,0.4472,0.4472,0.8367
mezcla,2.2,1.8,2.2,0.4472,0.4472,0.8367
herida,1,2.8,3,0,0.4472,0
primo,2.2,2.2,2.2,0.4472,0.4472,0.4472
murmullo,1.6,3,2.6,0.5477,0,0.8944
agitar,2.2,3,2.8,0.4472,0,0.4472
batería,2,2.4,2.8,0.7071,0.5477,0.4472
rutina,1.2,2.2,2.2,0.4472,1.0954,0.8367
milagro,2.8,2.4,1.6,0.4472,0.8944,0.8944
tramo,2,2,1.8,0,0,0.8367
cabecera,2,2.2,2.2,0,0.4472,0.8367
familiar,2.8,2,2.2,0.4472,0.7071,0.8367
bien,3,2.4,2.4,0,0.8944,0.8944
contribuir,3,2.6,2.8,0,0.8944,0.4472
arquitectónico,2.6,2.2,2.2,0.5477,0.8367,0.8367
declaración,2,3,1.8,0,0,0.8367
dias,2,2.2,2.6,0,0.4472,0.5477
llama,2.4,2.4,3,0.8944,0.8944,0
ascenso,2.6,3,2.6,0.5477,0,0.5477
ama,1.8,2.2,2.2,0.8367,0.8367,0.8367
excelente,3,2,2.2,0,0,0.8367
fluir,2.4,2.8,2.2,0.5477,0.4472,0.8367
audiencia,2.4,2.2,2.2,0.5477,0.8367,0.8367
riqueza,2.8,2,2.4,0.4472,0,0.8944
modificar,2.4,3,2.6,0.5477,0,0.5477
vela,2.4,1.8,3,0.5477,0.8367,0
engañar,1,3,3,0,0,0
exitoso,3,2.6,2.2,0,0.5477,0.8367
loco,2,2.2,2.8,0.7071,0.4472,0.4472
indígena,2.2,2.4,3,0.4472,0.5477,0
miel,2.6,1.4,3,0.5477,0.5477,0
mentir,1.2,2.8,2.8,0.4472,0.4472,0.4472
tendencia,2.2,2,1.2,0.4472,0.7071,0.4472
piedad,2.2,2.4,1.2,0.4472,0.5477,0.4472
solar,2.6,2.2,2,0.5477,0.4472,1
turismo,3,3,3,0,0,0
moral,3,2.2,1.4,0,0.8367,0.8944
borrar,2,3,1.8,0,0,0.8367
decreto,2,2.6,1.4,0,0.5477,0.5477
definitivo,2,2.4,1.2,0,0.8944,0.4472
aqui,2.4,1.8,1.6,0.5477,0.4472,0.8944
cura,2.2,1.8,2.4,1.0954,0.8367,0.8944
especializar,2.2,2.6,1.4,0.4472,0.8944,0.5477
fumar,1.4,3,3,0.8944,0,0
droga,1.2,2.8,3,0.4472,0.4472,0
monje,2.2,1.8,2.6,0.4472,0.4472,0.5477
azul,2.8,1.4,3,0.4472,0.5477,0
notable,2.4,1.8,1.6,0.5477,0.4472,0.5477
oriente,2.2,1.8,2,0.4472,0.4472,1
vidrio,2.2,1.4,3,0.4472,0.5477,0
renta,1.8,1.8,2.2,0.4472,0.4472,0.4472
amigo,3,2.4,2.8,0,0.8944,0.4472
pato,2.6,2.6,3,0.5477,0.5477,0
precioso,3,1.6,2.4,0,0.5477,0.8944
pluma,3,2.2,3,0,0.8367,0
atar,1.8,2.8,3,0.8367,0.4472,0
satisfacer,3,3,2,0,0,1
caliente,2.4,2,3,0.5477,0.7071,0
agrupar,2,2.8,3,0,0.4472,0
nominar,2.2,2.8,2.2,0.4472,0.4472,0.8367
posesión,2,2.4,2,0,0.5477,1
respetar,3,2.8,2.6,0,0.4472,0.5477
precisamente,2.2,2,2,0.4472,0.7071,1
implicar,2,2.4,2,0,0.8944,0.7071
editorial,2.2,2.2,2.8,0.4472,0.4472,0.4472
misterioso,2,2,2.2,0.7071,0.7071,1.0954
impacto,1.8,2.6,2.6,0.8367,0.5477,0.5477
margen,2,2,2.2,0,0,1.0954
descubrimiento,3,2.8,2.8,0,0.4472,0.4472
constar,2,1.8,1,0,0.4472,0
sabio,3,2.2,2.6,0,0.8367,0.8944
isleño,2.2,2,2.6,0.4472,0.7071,0.5477
cárcel,1.4,1.6,2.6,0.5477,0.8944,0.8944
tradicionalmente,2.4,2,1.8,0.5477,0,0.4472
manifestar,2,2.6,2.4,0.7071,0.8944,0.8944
invisible,2,2,2.6,0.7071,0,0.8944
propuesta,2.6,2.8,2.2,0.5477,0.4472,0.4472
universitario,2.8,2.6,2.8,0.4472,0.5477,0.4472
paular,2,2,1.4,0.7071,0.7071,0.5477
divertir,2.8,2.8,2.4,0.4472,0.4472,0.8944
rueda,2.4,2.6,3,0.5477,0.5477,0
ventaja,2.2,2.4,2,0.8367,0.5477,0.7071
ubicación,2,1.6,2.2,0,0.5477,0.4472
patrimonio,1.8,2,2.2,0.8367,0.7071,1.0954
vano,1.6,1.6,1.4,0.8944,0.5477,0.5477
signo,2.2,1.8,2.2,0.4472,0.4472,1.0954
bestia,1.8,2.4,3,0.8367,0.5477,0
convento,1.4,1.4,3,0.5477,0.5477,0
pico,2.4,2.6,2.8,0.5477,0.5477,0.4472
tour,2.6,2.8,2.6,0.8944,0.4472,0.5477
comprobar,2.6,3,2.4,0.5477,0,0.8944
estallar,1.4,3,2.6,0.5477,0,0.8944
ejercicio,2.4,3,3,0.8944,0,0
físico,2.4,2.2,2.6,0.5477,0.8367,0.5477
lloro,1,2.6,3,0,0.8944,0
