"","English.Word","anger","anticipation","disgust","fear","joy","negative","positive","sadness","surprise","trust","Spanish.Word"
"13005","trending",0,0,0,0,0,0,0,0,0,0,"tendencias"
"13006","trendy",0,0,0,0,0,0,1,0,0,0,"de moda"
"13007","trepidation",0,1,0,1,0,1,0,0,1,0,"miedo"
"13008","trespass",1,0,0,0,0,1,0,0,0,0,"pecado"
"13009","triad",0,0,0,0,0,0,0,0,0,0,"tríada"
"13010","triangle",0,0,0,0,0,0,0,0,0,0,"triángulo"
"13011","triangular",0,0,0,0,0,0,0,0,0,0,"triangular"
"13012","tribe",0,0,0,0,0,0,0,0,0,1,"tribu"
"13013","tribulation",0,0,0,1,0,1,0,1,0,0,"tribulación"
"13014","tribunal",0,1,1,1,0,1,0,0,0,1,"tribunal"
"13015","tribune",0,0,0,0,0,0,0,0,0,1,"tribuna"
"13016","tributary",0,1,0,0,0,0,1,0,0,0,"afluente"
"13017","tribute",0,0,0,0,0,0,1,0,0,0,"tributo"
"13018","trick",0,0,0,0,0,1,0,0,1,0,"truco"
"13019","trickery",1,0,1,1,0,1,0,1,1,0,"astucia"
"13020","trickle",0,0,0,0,0,0,0,0,0,0,"chorrito"
"13021","tricky",0,0,0,0,0,0,0,0,0,0,"difícil"
"13022","tricycle",0,0,0,0,0,0,0,0,0,0,"triciclo"
"13023","trident",0,0,0,0,0,0,0,0,0,0,"tridente"
"13024","trifle",0,0,0,0,0,1,0,0,0,0,"nimiedad"
"13025","trig",0,0,0,0,0,0,1,0,0,0,"trigonometría"
"13026","trigger",0,0,0,0,0,0,0,0,0,0,"generar"
"13027","trigonometry",0,0,0,0,0,0,0,0,0,0,"trigonometría"
"13028","trillion",0,0,0,0,0,0,0,0,0,0,"billones"
"13029","trim",0,0,0,0,0,0,0,0,0,0,"recortar"
"13030","trimmer",0,0,0,0,0,0,0,0,0,0,"recortadora"
"13031","trimming",0,0,0,0,0,0,0,0,0,0,"guarnición"
"13032","trine",0,0,0,0,0,0,0,0,0,0,"trígono"
"13033","trinity",0,0,0,0,0,0,0,0,0,0,"trinidad"
"13034","trio",0,0,0,0,0,0,0,0,0,0,"trío"
"13035","trip",0,0,0,0,0,0,0,0,1,0,"viaje"
"13036","tripartite",0,0,0,0,0,0,0,0,0,0,"tripartito"
"13037","triple",0,0,0,0,0,0,0,0,0,0,"triple"
"13038","triplet",0,0,0,0,0,0,0,0,0,0,"trillizo"
"13039","triplicate",0,0,0,0,0,0,0,0,0,0,"triplicado"
"13040","tripod",0,0,0,0,0,0,0,0,0,0,"trípode"
"13041","tripping",1,0,0,0,0,1,0,1,0,0,"tropezando"
"13042","trite",0,0,0,0,0,0,0,0,0,0,"trillado"
"13043","tritium",0,0,0,0,0,0,0,0,0,0,"tritio"
"13044","triumph",0,1,0,0,1,0,1,0,0,0,"triunfo"
"13045","triumphant",0,1,0,0,1,0,1,0,0,1,"triunfante"
"13046","troll",1,0,0,1,0,1,0,0,0,0,"Troll"
"13047","trolley",0,0,0,0,0,0,0,0,0,0,"carretilla"
"13048","trombone",0,0,0,0,0,0,0,0,0,0,"trombón"
"13049","troop",0,0,0,0,0,0,0,0,0,0,"tropa"
"13050","trooper",0,0,0,0,0,0,0,0,0,0,"soldado"
"13051","troops",0,0,0,0,0,0,0,0,0,0,"tropas"
"13052","trophy",0,1,0,0,1,0,1,0,1,1,"trofeo"
"13053","tropical",0,0,0,0,0,0,0,0,0,0,"tropical"
"13054","trot",0,0,0,0,0,0,0,0,0,0,"trote"
"13055","troublesome",1,0,0,1,0,1,0,0,0,0,"molesto"
"13056","trough",0,0,0,0,0,0,0,0,0,0,"canal"
"13057","troupe",0,0,0,0,0,0,0,0,0,0,"compañía"
"13058","trousers",0,0,0,0,0,0,0,0,0,0,"pantalones"
"13059","trout",0,0,0,0,0,0,0,0,0,0,"trucha"
"13060","trowel",0,0,0,0,0,0,0,0,0,0,"paleta"
"13061","truce",0,0,0,0,1,0,1,0,0,1,"tregua"
"13062","truck",0,0,0,0,0,0,0,0,0,1,"camión"
"13063","true",0,0,0,0,1,0,1,0,0,1,"verdadero"
"13064","truism",0,0,0,0,0,0,0,0,0,0,"perogrullada"
"13065","trump",0,0,0,0,0,0,0,0,1,0,"triunfo"
"13066","trumpet",0,0,0,0,0,1,0,0,0,0,"trompeta"
"13067","trumpeter",0,0,0,0,0,0,0,0,0,0,"trompetista"
"13068","truncate",0,0,0,0,0,0,0,0,0,0,"truncar"
"13069","truncated",0,0,0,0,0,0,0,0,0,0,"truncado"
"13070","trundle",0,0,0,0,0,0,0,0,0,0,"rodar"
"13071","trunk",0,0,0,0,0,0,0,0,0,0,"tronco"
"13072","truss",0,0,0,0,0,0,0,0,0,1,"braguero"
"13073","trust",0,0,0,0,0,0,0,0,0,1,"confianza"
"13074","trustee",0,0,0,0,0,0,0,0,0,1,"fideicomisario"
"13075","trusty",0,0,0,0,0,0,1,0,0,0,"fiel"
"13076","truth",0,0,0,0,0,0,1,0,0,1,"verdad"
"13077","truthful",0,0,0,0,0,0,0,0,0,1,"veraz"
"13078","truthfulness",0,0,0,0,0,0,1,0,0,1,"veracidad"
"13079","tryout",0,0,0,0,0,0,0,0,0,0,"probar"
"13080","tub",0,0,0,0,0,0,0,0,0,0,"tina"
"13081","tube",0,0,0,0,0,0,0,0,0,0,"tubo"
"13082","tubular",0,0,0,0,0,0,0,0,0,0,"tubular"
"13083","tubule",0,0,0,0,0,0,0,0,0,0,"tubito"
"13084","tuck",0,0,0,0,0,0,0,0,0,0,"pliegue"
"13085","tucker",0,0,0,0,0,0,0,0,0,0,"fatigar"
"13086","tufted",0,0,0,0,0,0,0,0,0,0,"copetudo"
"13087","tug",0,0,0,0,0,0,0,0,0,0,"tirón"
"13088","tuition",0,0,0,0,0,0,0,0,0,0,"matrícula"
"13089","tulip",0,0,0,0,0,0,0,0,0,0,"tulipán"
"13090","tumble",0,0,0,0,0,1,0,0,0,0,"caída"
"13091","tumbler",0,0,0,0,0,0,0,0,0,0,"vaso"
"13092","tumor",0,0,0,1,0,1,0,0,0,0,"tumor"
"13093","tumour",0,0,0,1,0,1,0,1,0,0,"tumor"
"13094","tumult",1,0,0,1,0,1,0,0,1,0,"tumulto"
"13095","tumultuous",1,0,0,1,0,1,0,0,0,0,"tumultuoso"
"13096","tun",0,0,0,0,0,0,0,0,0,0,"tonel"
"13097","tuna",0,0,0,0,0,0,0,0,0,0,"atún"
"13098","tunable",0,0,0,0,0,0,0,0,0,0,"ajustable"
"13099","tune",0,0,0,0,0,0,0,0,0,0,"melodía"
"13100","tunic",0,0,0,0,0,0,0,0,0,0,"sayo"
"13101","tuning",0,0,0,0,0,0,0,0,0,0,"Afinación"
"13102","tunnel",0,0,0,0,0,0,0,0,0,0,"túnel"
"13103","turban",0,0,0,0,0,0,0,0,0,0,"turbante"
"13104","turbidity",0,0,0,0,0,0,0,0,0,0,"turbiedad"
"13105","turbine",0,0,0,0,0,0,0,0,0,0,"turbina"
"13106","turbulence",1,0,0,1,0,1,0,0,0,0,"turbulencia"
"13107","turbulent",0,0,0,1,0,1,0,0,0,0,"turbulento"
"13108","turf",0,0,0,0,0,0,0,0,0,0,"césped"
"13109","turmeric",0,0,0,0,0,0,0,0,0,0,"cúrcuma"
"13110","turmoil",1,0,0,1,0,1,0,1,0,0,"confusión"
"13111","turn",0,0,0,0,0,0,0,0,0,0,"giro"
"13112","turning",0,0,0,0,0,0,0,0,0,0,"torneado"
"13113","turnkey",0,0,0,0,0,0,0,0,0,0,"llavero"
"13114","turnpike",0,0,0,0,0,0,0,0,0,0,"autopista"
"13115","turntable",0,0,0,0,0,0,0,0,0,0,"placa giratoria"
"13116","turquoise",0,0,0,0,0,0,0,0,0,0,"turquesa"
"13117","turret",0,0,0,0,0,0,0,0,0,0,"torreta"
"13118","turtleneck",0,0,0,0,0,0,0,0,0,0,"suéter tipo con cuello de tortuga"
"13119","tussle",1,0,0,0,0,0,0,0,0,0,"pelea"
"13120","tutelage",0,0,0,0,0,0,1,0,0,1,"tutela"
"13121","tutor",0,0,0,0,0,0,1,0,0,0,"tutor"
"13122","tweak",0,0,0,0,0,0,0,0,0,0,"retocar"
"13123","twelfth",0,0,0,0,0,0,0,0,0,0,"duodécimo"
"13124","twelve",0,0,0,0,0,0,0,0,0,0,"doce"
"13125","twentieth",0,0,0,0,0,0,0,0,0,0,"vigésimo"
"13126","twenty",0,0,0,0,0,0,0,0,0,0,"veinte"
"13127","twig",0,0,0,0,0,0,0,0,0,0,"ramita"
"13128","twilight",0,0,0,0,0,0,0,0,0,0,"crepúsculo"
"13129","twill",0,0,0,0,0,0,0,0,0,0,"tela asargada"
"13130","twin",0,0,0,0,0,0,1,0,0,0,"mellizo"
"13131","twine",0,0,0,0,0,0,0,0,0,0,"enroscarse"
"13132","twinkle",0,1,0,0,1,0,1,0,0,0,"centelleo"
"13133","twins",0,0,0,0,0,0,0,0,0,0,"mellizos"
"13134","twist",0,0,0,0,0,0,0,0,0,0,"giro"
"13135","twisted",0,0,0,0,0,0,0,0,0,0,"retorcido"
"13136","twitch",0,0,0,0,0,1,0,0,0,0,"contracción nerviosa"
"13137","twofold",0,0,0,0,0,0,0,0,0,0,"doble"
"13138","tycoon",0,0,0,0,0,0,0,0,0,0,"magnate"
"13139","type",0,0,0,0,0,0,0,0,0,0,"escribe"
"13140","typewriter",0,0,0,0,0,0,0,0,0,0,"máquina de escribir"
"13141","typhoon",0,0,0,1,0,1,0,0,0,0,"tifón"
"13142","typically",0,0,0,0,0,0,0,0,0,0,"típicamente"
"13143","typist",0,0,0,0,0,0,0,0,0,0,"mecanógrafo"
"13144","typography",0,0,0,0,0,0,0,0,0,0,"tipografía"
"13145","tyrannical",1,0,1,1,0,1,0,0,0,0,"tiránico"
"13146","tyranny",0,0,0,1,0,1,0,1,0,0,"tiranía"
"13147","tyrant",1,0,1,1,0,1,0,1,0,0,"tirano"
"13148","tyre",0,0,0,0,0,0,0,0,0,0,"neumático"
"13149","ubiquitous",0,0,0,0,0,0,0,0,0,0,"ubicuo"
"13150","ubiquity",0,0,0,0,0,0,0,0,0,0,"ubicuidad"
"13151","ugliness",0,0,1,1,0,1,0,1,0,0,"fealdad"
"13152","ugly",0,0,1,0,0,1,0,0,0,0,"feo"
"13153","ulcer",1,0,1,1,0,1,0,1,0,0,"úlcera"
"13154","ulterior",0,0,0,0,0,1,0,0,0,0,"ulterior"
"13155","ultimate",0,1,0,0,0,0,0,1,0,0,"último"
"13156","ultimately",0,1,0,0,0,0,1,0,0,0,"por último"
"13157","ultimatum",1,0,0,1,0,1,0,0,0,0,"ultimátum"
"13158","ultimo",0,0,0,0,0,0,0,0,0,0,"del mes pasado"
"13159","ultraviolet",0,0,0,0,0,0,0,0,0,0,"ultravioleta"
"13160","umbilical",0,0,0,0,0,0,0,0,0,0,"umbilical"
"13161","umbra",0,0,0,0,0,0,0,0,0,0,"umbría"
"13162","umbrella",0,0,0,0,0,0,0,0,0,0,"sombrilla"
"13163","umpire",0,0,0,0,0,0,1,0,0,1,"árbitro"
"13164","unabashed",0,0,0,0,0,0,0,0,0,0,"desvergonzado"
"13165","unabated",0,0,0,0,0,0,0,0,0,0,"sin disminución"
"13166","unable",0,0,0,0,0,1,0,1,0,0,"incapaz"
"13167","unacceptable",0,0,0,0,0,1,0,1,0,0,"inaceptable"
"13168","unaccompanied",0,0,0,0,0,0,0,0,0,0,"no acompañado"
"13169","unaccountable",0,1,1,0,0,1,0,1,0,1,"inexplicable"
"13170","unacknowledged",0,0,0,0,0,0,0,1,0,0,"no reconocido"
"13171","unadulterated",0,0,0,0,0,0,0,0,0,0,"puro"
"13172","unaided",0,0,0,0,0,0,0,0,0,0,"sin ayuda"
"13173","unaltered",0,0,0,0,0,0,0,0,0,0,"inalterado"
"13174","unambiguous",0,0,0,0,0,0,0,0,0,0,"inequívoco"
"13175","unanimity",0,0,0,0,0,0,1,0,0,0,"unanimidad"
"13176","unanimous",0,0,0,0,0,0,1,0,0,0,"unánime"
"13177","unanimously",0,0,0,0,0,0,0,0,0,0,"por unanimidad"
"13178","unanticipated",0,0,0,0,0,0,0,0,1,0,"inesperado"
"13179","unapproved",0,0,0,0,0,1,0,0,0,0,"no aprobado"
"13180","unarmed",0,0,0,0,0,0,0,0,0,0,"desarmado"
"13181","unassisted",0,0,0,0,0,0,0,0,0,0,"sin ayuda"
"13182","unassuming",0,0,0,0,0,0,1,0,0,0,"modesto"
"13183","unattached",0,0,0,0,0,1,0,0,0,0,"Sin adjuntar"
"13184","unattainable",1,0,0,0,0,1,0,1,0,0,"inalcanzable"
"13185","unattended",0,0,0,0,0,0,0,0,0,0,"desesperado"
"13186","unattractive",0,0,1,0,0,1,0,1,0,0,"no atractivo"
"13187","unauthorized",0,0,0,0,0,1,0,0,0,0,"no autorizado"
"13188","unavoidable",0,0,0,0,0,1,0,0,0,0,"inevitable"
"13189","unaware",0,0,0,0,0,1,0,0,0,0,"inconsciente"
"13190","unbalanced",0,0,0,0,0,0,0,0,0,0,"desequilibrado"
"13191","unbearable",0,0,1,0,0,1,0,1,0,0,"inaguantable"
"13192","unbeaten",0,1,0,0,1,1,1,1,1,0,"invicto"
"13193","unbelief",0,0,0,0,0,1,0,0,0,0,"incredulidad"
"13194","unbelievable",0,0,0,0,0,1,0,0,0,0,"increíble"
"13195","unbiased",0,0,0,0,0,0,1,0,0,0,"imparcial"
"13196","unborn",0,0,0,0,0,1,0,0,0,0,"no nacido"
"13197","unbound",0,0,0,0,0,0,0,0,0,0,"sin consolidar"
"13198","unbounded",0,0,0,0,0,0,0,0,0,0,"ilimitado"
"13199","unbreakable",0,0,0,0,0,0,1,0,0,0,"irrompible"
"13200","unbridled",1,1,0,1,0,1,1,0,1,0,"desenfrenado"
"13201","unbroken",0,0,0,0,0,0,1,0,0,1,"intacto"
"13202","uncanny",0,0,0,1,0,1,0,0,1,0,"misterioso"
"13203","uncaring",1,0,1,0,0,1,0,1,0,0,"indiferente"
"13204","uncertain",1,0,1,1,0,1,0,0,1,0,"incierto"
"13205","uncertainty",0,0,0,0,0,0,0,0,0,0,"incertidumbre"
"13206","unchallenged",0,0,0,0,0,0,0,0,0,0,"indiscutible"
"13207","unchangeable",0,0,0,0,0,1,0,0,0,0,"inmutable"
"13208","unchanged",0,0,0,0,0,0,0,0,0,0,"sin alterar"
"13209","unclaimed",0,0,0,0,0,0,0,0,0,0,"no reclamado"
"13210","uncle",0,0,0,0,0,0,0,0,0,0,"tío"
"13211","unclean",0,0,1,0,0,1,0,0,0,0,"inmundo"
"13212","uncomfortable",0,0,0,0,0,1,0,0,0,0,"incómodo"
"13213","uncommon",0,0,0,0,0,0,0,0,0,0,"poco común"
"13214","uncommonly",0,0,0,0,0,0,0,0,0,0,"extraordinariamente"
"13215","uncompromising",0,0,0,0,0,0,0,0,0,0,"intransigente"
"13216","unconcerned",0,0,0,0,0,0,0,0,0,0,"despreocupado"
"13217","unconfirmed",0,0,0,0,0,0,0,0,0,0,"inconfirmado"
"13218","unconnected",0,0,0,0,0,0,0,0,0,0,"desconectado"
"13219","unconscionable",0,0,1,0,0,1,0,0,0,0,"excesivo"
"13220","unconscious",0,0,0,0,0,1,0,0,0,0,"inconsciente"
"13221","unconsciousness",0,0,0,0,0,0,0,0,0,0,"inconsciencia"
"13222","unconstitutional",0,0,0,0,0,1,0,0,0,0,"inconstitucional"
"13223","unconstrained",0,0,0,0,1,0,1,0,0,0,"sin restricciones"
"13224","uncontested",0,0,0,0,0,0,0,0,0,0,"incontestado"
"13225","uncontrollable",1,1,0,0,0,1,0,0,1,0,"incontrolable"
"13226","uncontrolled",0,0,0,0,0,1,0,0,0,0,"sin control"
"13227","unconventional",0,0,0,0,0,0,0,0,0,0,"poco convencional"
"13228","unconvinced",0,0,0,0,0,0,0,0,0,0,"poco convencido"
"13229","uncooked",0,0,0,0,0,0,0,0,0,0,"crudo"
"13230","uncorrelated",0,0,0,0,0,0,0,0,0,0,"no correlacionado"
"13231","uncover",0,0,0,0,0,0,0,0,1,0,"descubrir"
"13232","uncritical",0,0,0,0,0,0,0,0,0,0,"no crítico"
"13233","uncut",0,0,0,0,0,0,0,0,0,0,"sin cortar"
"13234","undecided",0,1,0,1,0,1,0,0,0,0,"indeciso"
"13235","undefined",0,0,0,0,0,0,0,0,0,0,"indefinido"
"13236","undeniable",0,0,0,0,0,0,0,0,0,0,"innegable"
"13237","undercover",0,0,0,0,0,0,0,0,0,0,"clandestino"
"13238","undercurrent",0,0,0,0,0,0,0,0,0,0,"tendencia subyacente"
"13239","underestimate",0,0,0,0,0,0,0,0,1,0,"subestimar"
"13240","undergo",0,0,0,0,0,0,0,0,0,0,"someterse"
"13241","undergraduate",0,0,0,0,0,0,0,0,0,0,"de licenciatura"
"13242","underground",0,0,0,0,0,0,0,0,0,0,"bajo tierra"
"13243","underlie",0,0,0,0,0,0,0,0,0,0,"estar debajo de"
"13244","underline",0,0,0,0,0,0,1,0,0,0,"subrayar"
"13245","undermined",0,0,0,0,0,1,0,0,0,0,"socavado"
"13246","underneath",0,0,0,0,0,0,0,0,0,0,"debajo"
"13247","underpaid",1,0,0,0,0,1,0,1,0,0,"poco pagado"
"13248","underpants",0,0,0,0,0,0,0,0,0,0,"calzoncillos"
"13249","underscore",0,0,0,0,0,0,0,0,0,0,"guion bajo"
"13250","undersized",0,0,0,0,0,1,0,0,0,0,"sietemesino"
"13251","understanding",0,0,0,0,0,0,1,0,0,1,"comprensión"
"13252","understood",0,0,0,0,0,0,0,0,0,0,"comprendido"
"13253","undertake",0,0,0,0,0,0,0,0,0,0,"emprender"
"13254","undertaker",0,0,0,0,0,0,0,1,0,0,"enterrador"
"13255","undertaking",0,1,0,0,0,0,0,0,0,0,"empresa"
"13256","underwood",0,0,0,0,0,0,0,0,0,0,"sotobosque"
"13257","underwrite",0,0,0,0,0,0,1,0,0,1,"suscribir"
"13258","underwriter",0,0,0,0,0,0,0,0,0,0,"asegurador"
"13259","undeserved",0,0,0,0,0,0,0,0,0,0,"inmerecido"
"13260","undesirable",1,0,1,1,0,1,0,1,0,0,"indeseable"
"13261","undesired",0,0,0,0,0,1,0,1,0,0,"no deseado"
"13262","undeveloped",0,0,0,0,0,0,0,0,0,0,"subdesarrollado"
"13263","undirected",0,0,0,0,0,0,0,0,0,0,"no dirigido"
"13264","undisclosed",0,1,0,0,0,0,0,0,0,0,"no revelado"
"13265","undiscovered",0,0,0,0,0,0,0,0,1,0,"sin descubrir"
"13266","undisputed",0,0,0,0,0,0,0,0,0,0,"indiscutible"
"13267","undisturbed",0,0,0,0,0,0,0,0,0,0,"imperturbable"
"13268","undivided",0,0,0,0,0,0,1,0,0,0,"indiviso"
"13269","undo",0,0,0,0,0,1,0,0,0,0,"deshacer"
"13270","undoing",0,0,0,0,0,0,0,0,0,0,"ruina"
"13271","undoubted",0,1,1,0,0,0,0,0,0,0,"sin alguna duda"
"13272","undress",0,0,0,0,0,0,0,0,0,0,"desnudo"
"13273","undressed",0,0,0,0,0,0,0,0,0,0,"sin curtir"
"13274","undue",0,0,0,0,0,0,0,0,0,0,"indebido"
"13275","undying",0,1,0,0,1,0,1,1,0,1,"eterno"
"13276","unearned",0,0,0,0,0,0,0,0,0,0,"no ganado"
"13277","unearth",0,0,0,0,0,0,0,0,0,0,"desenterrar"
"13278","uneasiness",0,1,0,0,0,1,0,1,0,0,"inquietud"
"13279","uneasy",0,0,1,1,0,1,0,0,0,0,"difícil"
"13280","uneducated",0,0,0,0,0,1,0,1,0,0,"deseducado"
"13281","unemployed",0,0,0,1,0,1,0,1,0,0,"desempleados"
"13282","unencumbered",0,0,0,0,0,0,0,0,0,0,"sin trabas"
"13283","unending",0,0,0,0,0,0,0,0,0,0,"interminable"
"13284","unequal",1,0,1,1,0,1,0,1,0,0,"desigual"
"13285","unequalled",0,0,0,0,0,0,0,0,0,0,"inigualable"
"13286","unequivocal",0,0,0,0,0,0,0,0,0,1,"inequívoco"
"13287","unequivocally",0,0,0,0,0,0,1,0,0,0,"inequívocamente"
"13288","uneven",0,0,0,0,0,1,0,0,0,0,"desigual"
"13289","uneventful",0,0,0,0,0,0,0,0,0,0,"sin acontecimientos notables"
"13290","unexpected",0,1,0,1,1,1,1,0,1,0,"inesperado"
"13291","unexpectedly",0,0,0,0,0,0,0,0,1,0,"inesperadamente"
"13292","unexplained",0,1,0,0,0,1,0,1,0,0,"inexplicable"
"13293","unexplored",0,0,0,0,0,0,0,0,0,0,"inexplorado"
"13294","unfailing",0,0,0,0,0,0,0,0,0,0,"indefectible"
"13295","unfair",1,0,1,0,0,1,0,1,0,0,"injusto"
"13296","unfairness",1,0,0,0,0,1,0,1,0,0,"injusticia"
"13297","unfaithful",0,0,1,0,0,1,0,0,0,0,"infiel"
"13298","unfamiliar",0,0,0,0,0,0,0,0,0,0,"desconocido"
"13299","unfavorable",0,0,1,0,0,1,0,1,0,0,"desfavorable"
"13300","unfettered",0,0,0,0,0,0,0,0,0,0,"sin restricciones"
"13301","unfinished",0,0,0,0,0,1,0,0,0,0,"inconcluso"
"13302","unflinching",0,0,0,0,0,0,0,0,0,0,"inquebrantable"
"13303","unfold",0,1,0,0,0,0,1,0,0,0,"desplegar"
"13304","unforeseen",0,0,0,0,0,0,0,0,1,0,"imprevisto"
"13305","unforgiving",1,0,0,0,0,1,0,1,0,0,"implacable"
"13306","unfortunate",0,0,0,0,0,1,0,1,0,0,"desgraciado"
"13307","unfriendly",1,0,1,1,0,1,0,1,0,0,"antipático"
"13308","unfulfilled",1,1,0,0,0,1,0,1,1,0,"incumplido"
"13309","unfurnished",0,0,0,0,0,1,0,0,0,0,"sin amueblar"
"13310","ungodly",0,0,0,0,0,1,0,1,0,0,"impío"
"13311","ungrateful",1,0,1,0,0,1,0,0,0,0,"desagradecido"
"13312","unguarded",0,0,0,0,0,0,0,0,1,0,"sin defensa"
"13313","unhappiness",0,0,0,0,0,1,0,1,0,0,"infelicidad"
"13314","unhappy",1,0,1,0,0,1,0,1,0,0,"infeliz"
"13315","unharmed",0,0,0,0,0,0,0,0,0,0,"no dañoso"
"13316","unhealthy",0,0,1,1,0,1,0,1,0,0,"insalubre"
"13317","unhindered",0,0,0,0,0,0,0,0,0,0,"sin obstáculos"
"13318","unholy",0,0,0,1,0,1,0,0,0,0,"impío"
"13319","unicorn",0,0,0,0,0,0,0,0,0,0,"unicornio"
"13320","unification",0,1,0,0,1,0,1,0,0,1,"unificación"
"13321","uniform",0,0,0,0,0,0,0,0,0,0,"uniforme"
"13322","uniformity",0,0,0,0,0,0,0,0,0,0,"uniformidad"
"13323","uniformly",0,0,0,0,0,0,1,0,0,0,"uniformemente"
"13324","unimaginable",0,0,0,0,0,1,1,0,1,0,"no imaginable"
"13325","unimportant",0,0,0,0,0,1,0,1,0,0,"sin importancia"
"13326","unimpressed",0,0,0,0,0,1,0,0,0,0,"no impresionado"
"13327","unimproved",0,0,0,0,0,1,0,0,0,0,"no mejorado"
"13328","uninfected",0,0,0,0,0,0,1,0,0,0,"no infectado"
"13329","uninformed",0,0,0,0,0,1,0,0,0,0,"no informado"
"13330","uninhabited",0,0,0,0,0,0,0,0,0,0,"deshabitado"
"13331","uninitiated",0,0,0,0,0,1,0,0,0,0,"no iniciado"
"13332","uninspired",0,0,0,0,0,1,0,1,0,0,"no inspirado"
"13333","unintelligible",0,0,0,0,0,1,0,0,0,0,"ininteligible"
"13334","unintended",0,0,0,0,0,0,0,0,1,0,"involuntario"
"13335","unintentional",0,0,0,0,0,0,0,0,1,0,"involuntario"
"13336","unintentionally",0,0,0,0,0,1,0,0,1,0,"sin querer"
"13337","uninterested",0,0,0,0,0,1,0,1,0,0,"desinteresado"
"13338","uninteresting",0,0,0,0,0,1,0,1,0,0,"poco interesante"
"13339","uninterrupted",0,0,0,0,0,0,0,0,0,0,"ininterrumpido"
"13340","uninvited",0,0,0,0,0,0,0,1,0,0,"no invitado"
"13341","union",0,0,0,0,0,0,0,0,0,0,"Unión"
"13342","unique",0,0,0,0,0,0,1,0,1,0,"único"
"13343","unison",0,0,0,0,0,0,1,0,0,0,"unísono"
"13344","unit",0,0,0,0,0,0,0,0,0,0,"unidad"
"13345","unitary",0,0,0,0,0,0,1,0,0,0,"unitario"
"13346","unite",0,0,0,0,0,0,0,0,0,0,"unir"
"13347","united",0,0,0,0,0,0,1,0,0,1,"unido"
"13348","unity",0,0,0,0,0,0,1,0,0,1,"unidad"
"13349","universal",0,0,0,0,0,0,0,0,0,0,"universal"
"13350","universality",0,0,0,0,0,0,0,0,0,0,"universalidad"
"13351","universe",0,0,0,0,0,0,0,0,0,0,"universo"
"13352","university",0,1,0,0,0,0,1,0,0,0,"Universidad"
"13353","unjust",1,0,0,0,0,1,0,0,0,0,"injusto"
"13354","unjustifiable",1,0,1,1,0,1,0,0,0,0,"injustificable"
"13355","unjustified",0,0,0,0,0,1,0,0,0,0,"injustificado"
"13356","unkind",1,0,1,1,0,1,0,1,0,0,"cruel"
"13357","unknowable",0,0,0,0,0,0,0,0,0,0,"desconocido"
"13358","unknown",0,1,0,1,0,1,0,0,0,0,"desconocido"
"13359","unlawful",1,0,1,1,0,1,0,1,0,0,"ilegal"
"13360","unleash",0,0,0,0,0,0,0,0,0,0,"desatraillar"
"13361","unlicensed",0,0,0,0,0,1,0,0,0,0,"no licenciado"
"13362","unlike",0,0,0,0,0,0,0,0,0,0,"diferente a"
"13363","unlimited",0,0,0,0,0,0,1,0,0,0,"ilimitado"
"13364","unload",0,0,0,0,0,0,0,0,0,0,"descargar"
"13365","unloaded",0,0,0,0,0,0,0,0,0,0,"descargado"
"13366","unlock",0,0,0,0,0,0,0,0,0,0,"desbloquear"
"13367","unlucky",1,0,1,1,0,1,0,1,0,0,"desafortunado"
"13368","unmanageable",0,0,1,0,0,1,0,0,0,0,"inmanejable"
"13369","unmarked",0,0,0,0,0,0,0,0,0,0,"no notificado"
"13370","unmarried",0,0,0,0,0,0,0,0,0,0,"soltero"
"13371","unmask",0,0,0,0,0,0,0,0,0,0,"desenmascarar"
"13372","unmatched",0,0,0,0,0,0,0,0,0,0,"sin par"
"13373","unmistakable",0,0,0,0,0,0,0,0,0,0,"inequívoco"
"13374","unmitigated",0,0,0,0,0,0,0,0,0,0,"no mitigado"
"13375","unmoved",0,0,0,0,0,0,0,0,0,0,"impasible"
"13376","unnamed",0,0,0,0,0,0,0,0,0,0,"sin nombre"
"13377","unnatural",0,0,1,1,0,1,0,0,0,0,"antinatural"
"13378","unnecessary",0,0,0,0,0,0,0,0,0,0,"innecesario"
"13379","unneeded",0,0,0,0,0,0,0,0,0,0,"innecesario"
"13380","unnoticed",0,0,0,0,0,0,0,0,0,0,"inadvertido"
"13381","unnumbered",0,0,0,0,0,0,0,0,0,0,"incontable"
"13382","unobserved",0,0,0,0,0,0,0,0,0,0,"desapercibido"
"13383","unobstructed",0,0,0,0,0,0,0,0,0,0,"despejado"
"13384","unobtrusive",0,0,0,0,0,0,0,0,0,0,"discreto"
"13385","unoccupied",0,0,0,0,0,0,0,0,0,0,"desocupado"
"13386","unofficial",0,0,0,0,0,1,0,0,0,0,"no oficial"
"13387","unopened",0,0,0,0,0,0,0,0,0,0,"sin abrir"
"13388","unopposed",0,0,0,0,0,0,0,0,0,0,"sin oposición"
"13389","unordered",0,0,0,0,0,0,0,0,0,0,"desordenado"
"13390","unorganized",0,0,0,0,0,0,0,0,0,0,"desorganizado"
"13391","unorthodox",0,0,0,0,0,0,0,0,0,0,"heterodoxo"
"13392","unpack",0,0,0,0,0,0,0,0,0,0,"deshacer"
"13393","unpaid",1,0,0,0,0,1,0,1,0,0,"no pagado"
"13394","unpleasant",0,0,1,0,0,1,0,1,0,0,"desagradable"
